source_url	parsed_url
https://1.1.1.1/	https://1.1.1.1/es-ES/
https://1.1.1.1/	https://play.google.com/store/apps/details?id=com.cloudflare.onedotonedotonedotone
https://1.1.1.1/	https://1.1.1.1/fa-IR/
https://1.1.1.1/	https://1.1.1.1/de-DE/
https://1.1.1.1/	https://1.1.1.1/dns/
https://1.1.1.1/	https://developers.cloudflare.com/warpclient/setting-up/windows/
https://1.1.1.1/	https://blog.cloudflare.com/warp-for-desktop
https://1.1.1.1/	https://1.1.1.1/pt-BR/
https://1.1.1.1/	https://1.1.1.1/fr-FR/
https://1.1.1.1/	https://1.1.1.1
https://1.1.1.1/	https://developers.cloudflare.com/warpclient/setting-up/linux/
https://1.1.1.1/	https://developers.cloudflare.com/warpclient/setting-up/macOS/
https://1.1.1.1/	https://1.1.1.1/media/manifest.json
https://1.1.1.1/	https://1.1.1.1/family/
https://1.1.1.1/	https://1.1.1.1/ja-JP/
https://1.1.1.1/	https://1111-releases.cloudflareclient.com/mac/Cloudflare_WARP.zip
https://1.1.1.1/	https://1.1.1.1/#a
https://1.1.1.1/	https://1.1.1.1/id-ID/
https://1.1.1.1/	https://1.1.1.1/zh-Hans/
https://1.1.1.1/	https://1.1.1.1/nl-NL/
https://1.1.1.1/	https://1.1.1.1/it-IT/
https://1.1.1.1/	https://1.1.1.1/favicon.ico
https://1.1.1.1/	https://1.1.1.1/ru-RU/
https://1.1.1.1/	https://1.1.1.1/pl-PL/
https://1.1.1.1/	https://1.1.1.1/ar-EG/
https://1.1.1.1/	https://1.1.1.1/zh-Hant/
https://1.1.1.1/	https://1.1.1.1/#b
https://1.1.1.1/	https://1.1.1.1/site-154bec96cd692fe98c89.css
https://1.1.1.1/	https://pkg.cloudflareclient.com/
https://1.1.1.1/	https://www.cloudflare.com/careers/departments/
https://1.1.1.1/	https://itunes.apple.com/us/app/1-1-1-1-faster-internet/id1423538627
https://1.1.1.1/	https://1111-releases.cloudflareclient.com/windows/Cloudflare_WARP_Release-x64.msi
https://1.1.1.1/	https://cloudflare.com
https://1.1.1.1/	https://twitter.com/intent/tweet?text=ISPs%20spy%20on%20your%20Internet%20traffic%20and%20sell%20the%20data.%20I%27m%20using%201.1.1.1%20with%20WARP%2C%20a%20free%20app%20which%20makes%20the%20Internet%20on%20my%20phone%20faster%20and%20more%20private.%20You%20should%20get%20the%20app%20too%3A%20https%3A//one.one.one.one
https://1.1.1.1/	https://1.1.1.1/tr-TR/
https://1.1.1.1/	https://1.1.1.1/ko-KR/
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-greg-gutfeld-admits-republican-investigations-hunter-biden-are-payback-trump
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/media-matters-studies-climate-change-coverage/only-5-national-tv-news-segments-record-shattering
https://www.mediamatters.org/	https://www.mediamatters.org/murdoch-family/fox-news-wants-massive-increase-its-cable-fees-which-will-be-paid-all-cable
https://www.mediamatters.org/	https://www.mediamatters.org/murdoch-family/war-room-trump-chief-spokesperson-says-murdochs-and-fox-news-are-trying-destroy
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/read-media-matters-public-comment-calling-meta-address-anti-abortion-misinformation
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/third-trump-indictment-lays-out-key-election-lies-also-spread-right-wing-media
https://www.mediamatters.org/	https://www.mediamatters.org/dennis-prager/lessons-florida-public-school-students-will-learn-prageru-kids
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/far-right-figures-including-nazi-supporters-anti-gay-extremists-and-white-supremacists-are
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnn-former-fbi-official-explains-we-are-awash-guns-country-and-simple-fact-makes-all-kinds
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/diversity-discrimination/rep-paul-gosar-promotes-another-antisemitic-site-praises-hitler-and-denies
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/matt-walsh/youtube-strips-ad-revenue-matt-walsh-show-after-repeated-vitriol-against-dylan-mulvaney
https://www.mediamatters.org/	https://www.mediamatters.org/moms-liberty
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_RU1WYR7X70QjhvL62_lE-Mmsn10zn8D85_M4ztVfCCs.css
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/elon-musk-reinstated-twitter-account-shared-child-sexual-abuse-imagery-company-desperately
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/200-things-fox-news-has-labeled-woke
https://www.mediamatters.org/	https://www.mediamatters.org/steve-deace/blazetvs-steve-deace-reacts-donald-trump-indictment-assassination-they-stole-last
https://www.mediamatters.org/	https://www.mediamatters.org/rudy-giuliani/co-conspirator-rudy-giuliani-suggests-trumps-prosecutors-should-be-indicted
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/mark-zuckerberg-claims-he-wants-metas-threads-app-be-friendly-so-far-unmoderated-hate
https://www.mediamatters.org/	https://www.mediamatters.org/joe-biden/right-wing-media-promised-devon-archers-testimony-about-hunter-biden-would-be-bombshell
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/trump-and-his-allies-used-social-media-spread-election-lies-detailed-latest-federal
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/qanon-conspiracy-theory/trump-has-repeatedly-amplified-content-qanons-central-figure-truth-social
https://www.mediamatters.org/	https://www.mediamatters.org/moms-liberty/inside-moms-libertys-summit-big-money-and-even-bigger-conspiracy-theories
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/anti-choice-figures-are-attacking-misoprostol-amid-legal-battle-over-abortion-drug
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/rudy-giuliani/rudy-giuliani-if-im-conspirator-i-was-conspirator-performing-completely-legal-acts
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-hyped-trumps-fake-electors-scheme-he-just-got-indicted-it
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-defends-trumps-fake-elector-scheme-publicity-stunt
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/conservatives-attack-special-counsel-jack-smith-evidence-builds-against-trump
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/medias-guide-covering-gun-violence
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection/right-wing-media-figures-respond-trumps-latest-indictment-calls-political-1
https://www.mediamatters.org/	https://www.mediamatters.org/crime-and-criminal-justice/after-fearmongering-about-crime-cable-news-networks-are-now-largely
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-immediately-runs-frantic-defense-trump-after-latest-indictment
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/meta-still-allowing-misinformation-and-hate-speech-proliferate-threads
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/only-10-national-tv-news-segments-about-catastrophic-flooding-northeast
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/bari-weiss/timeline-unfolding-saga-between-free-press-and-missouri-gender-clinic
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-call-revenge-tour-response-trumps-indictment-attempting-overturn-2020
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/twitter-placed-ads-usa-today-national-womens-soccer-league-and-other-major-brands-terrorism
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-floats-rep-byron-donalds-or-sen-ron-johnson-donald-trumps-vice-president
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/trump-co-conspirator-john-eastman-doubles-down-legal-theory-behind-illegal-attempt
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
